Admission No,Student Name,Class,Term,Year,Subject,Score,Grade,Class Rank,Teacher Comment
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Creative Arts & Sports,86,A,2,Performs well under guidance. Keep practising.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Agriculture & Nutrition,83,A,4,Performs well under guidance. Keep practising.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Home Science,75,A-,8,Very good performance. Focus on the few weak areas.
ADM-1469,William Kinyua,Grade 7 C,Term 1,2026,Computer Science,80,A,5,Shows understanding of key concepts.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,English,80,A,4,Very good performance. Focus on the few weak areas.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Kiswahili,77,A-,5,Performs well under guidance. Keep practising.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Mathematics,71,B+,10,Good effort. Can improve with more practice.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Integrated Science,81,A,4,Performs well under guidance. Keep practising.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Social Studies,77,A-,5,Average. Put more effort into homework.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,82,A,3,Below average. Extra tuition recommended.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Religious Education,65,B,10,Excellent work. Keep it up!
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Life Skills Education,82,A,3,Performs well under guidance. Keep practising.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Creative Arts & Sports,71,B+,10,Good effort. Can improve with more practice.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Agriculture & Nutrition,72,B+,7,Steady progress. Do more revision.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Home Science,78,A-,5,Good effort. Can improve with more practice.
ADM-1470,Gloria Tanui,Grade 7 C,Term 1,2026,Computer Science,72,B+,7,Satisfactory. Needs consistent practice.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,English,88,A,1,Excellent work. Keep it up!
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Kiswahili,85,A,3,Below average. Extra tuition recommended.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Mathematics,79,A-,5,Needs significant improvement. Revise earlier topics.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Integrated Science,100,A,1,Steady progress. Do more revision.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Social Studies,76,A-,7,Average. Put more effort into homework.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,94,A,1,Needs significant improvement. Revise earlier topics.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Religious Education,85,A,1,Steady progress. Do more revision.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Life Skills Education,81,A,4,Below average. Extra tuition recommended.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Creative Arts & Sports,85,A,3,Excellent work. Keep it up!
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Agriculture & Nutrition,91,A,1,Excellent work. Keep it up!
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Home Science,91,A,1,Needs significant improvement. Revise earlier topics.
ADM-1471,Susan Kimutai,Grade 7 C,Term 1,2026,Computer Science,95,A,1,Needs significant improvement. Revise earlier topics.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,English,59,C+,15,Excellent work. Keep it up!
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Kiswahili,78,A-,4,Good effort. Can improve with more practice.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Mathematics,80,A,4,Very good performance. Focus on the few weak areas.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Integrated Science,62,B-,13,Average. Put more effort into homework.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Social Studies,63,B-,13,Good effort. Can improve with more practice.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Pre-Technical & Pre-Career Studies,71,B+,12,Very good performance. Focus on the few weak areas.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Religious Education,76,A-,3,Average. Put more effort into homework.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Life Skills Education,73,B+,8,Satisfactory. Needs consistent practice.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Creative Arts & Sports,81,A,5,Average. Put more effort into homework.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Agriculture & Nutrition,62,B-,14,Satisfactory. Needs consistent practice.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Home Science,73,B+,11,Average. Put more effort into homework.
ADM-1472,Fridah Zawadi,Grade 7 C,Term 1,2026,Computer Science,72,B+,8,Good effort. Can improve with more practice.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,English,78,A-,8,Average. Put more effort into homework.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Kiswahili,69,B,13,Satisfactory. Needs consistent practice.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Mathematics,81,A,7,Performs well under guidance. Keep practising.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Integrated Science,95,A,1,Steady progress. Do more revision.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Social Studies,71,B+,12,Average. Put more effort into homework.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,62,B-,18,Very good performance. Focus on the few weak areas.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Religious Education,79,A-,7,Steady progress. Do more revision.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Life Skills Education,93,A,2,Good effort. Can improve with more practice.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Creative Arts & Sports,83,A,4,Steady progress. Do more revision.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Agriculture & Nutrition,88,A,3,Shows understanding of key concepts.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Home Science,89,A,2,Average. Put more effort into homework.
ADM-1473,Charity Simiyu,Grade 8 A,Term 1,2026,Computer Science,81,A,8,Satisfactory. Needs consistent practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,English,73,B+,11,Very good performance. Focus on the few weak areas.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Kiswahili,67,B,15,Good effort. Can improve with more practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Mathematics,72,B+,13,Steady progress. Do more revision.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Integrated Science,66,B,15,Satisfactory. Needs consistent practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Social Studies,62,B-,21,Good effort. Can improve with more practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,67,B,15,Very good performance. Focus on the few weak areas.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Religious Education,76,A-,11,Good effort. Can improve with more practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Life Skills Education,76,A-,7,Good effort. Can improve with more practice.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Creative Arts & Sports,65,B,18,Very good performance. Focus on the few weak areas.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Agriculture & Nutrition,81,A,5,Average. Put more effort into homework.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Home Science,84,A,5,Performs well under guidance. Keep practising.
ADM-1474,Brian Abdi,Grade 8 A,Term 1,2026,Computer Science,79,A-,9,Excellent work. Keep it up!
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,English,62,B-,19,Average. Put more effort into homework.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Kiswahili,59,C+,21,Excellent work. Keep it up!
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Mathematics,63,B-,16,Average. Put more effort into homework.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Integrated Science,71,B+,11,Satisfactory. Needs consistent practice.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Social Studies,67,B,14,Average. Put more effort into homework.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,68,B,14,Satisfactory. Needs consistent practice.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Religious Education,82,A,6,Average. Put more effort into homework.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Life Skills Education,68,B,12,Average. Put more effort into homework.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Creative Arts & Sports,62,B-,19,Good effort. Can improve with more practice.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Agriculture & Nutrition,70,B+,14,Very good performance. Focus on the few weak areas.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Home Science,56,C+,20,Satisfactory. Needs consistent practice.
ADM-1475,Amos Mwirigi,Grade 8 A,Term 1,2026,Computer Science,72,B+,13,Average. Put more effort into homework.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,English,90,A,3,Performs well under guidance. Keep practising.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Kiswahili,82,A,5,Excellent work. Keep it up!
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Mathematics,77,A-,9,Excellent work. Keep it up!
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Integrated Science,89,A,3,Excellent work. Keep it up!
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Social Studies,100,A,1,Performs well under guidance. Keep practising.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,74,B+,11,Excellent work. Keep it up!
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Religious Education,79,A-,8,Satisfactory. Needs consistent practice.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Life Skills Education,92,A,3,Needs significant improvement. Revise earlier topics.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Creative Arts & Sports,100,A,1,Satisfactory. Needs consistent practice.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Agriculture & Nutrition,80,A,6,Shows understanding of key concepts.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Home Science,90,A,1,Good effort. Can improve with more practice.
ADM-1476,Samuel Owuor,Grade 8 A,Term 1,2026,Computer Science,100,A,1,Steady progress. Do more revision.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,English,93,A,1,Performs well under guidance. Keep practising.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Kiswahili,91,A,1,Good effort. Can improve with more practice.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Mathematics,91,A,3,Excellent work. Keep it up!
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Integrated Science,82,A,4,Average. Put more effort into homework.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Social Studies,90,A,2,Below average. Extra tuition recommended.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,82,A,4,Shows understanding of key concepts.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Religious Education,90,A,1,Performs well under guidance. Keep practising.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Life Skills Education,76,A-,8,Needs significant improvement. Revise earlier topics.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Creative Arts & Sports,85,A,2,Good effort. Can improve with more practice.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Agriculture & Nutrition,100,A,1,Excellent work. Keep it up!
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Home Science,72,B+,13,Steady progress. Do more revision.
ADM-1477,Tabitha Muthoka,Grade 8 A,Term 1,2026,Computer Science,89,A,2,Very good performance. Focus on the few weak areas.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,English,87,A,4,Excellent work. Keep it up!
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Kiswahili,77,A-,8,Excellent work. Keep it up!
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Mathematics,76,A-,10,Excellent work. Keep it up!
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Integrated Science,65,B,16,Steady progress. Do more revision.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Social Studies,64,B-,19,Average. Put more effort into homework.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,84,A,3,Performs well under guidance. Keep practising.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Religious Education,61,B-,16,Average. Put more effort into homework.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Life Skills Education,80,A,5,Good effort. Can improve with more practice.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Creative Arts & Sports,83,A,5,Performs well under guidance. Keep practising.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Agriculture & Nutrition,76,A-,8,Satisfactory. Needs consistent practice.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Home Science,77,A-,10,Steady progress. Do more revision.
ADM-1478,Beatrice Ruto,Grade 8 A,Term 1,2026,Computer Science,65,B,17,Average. Put more effort into homework.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,English,65,B,17,Satisfactory. Needs consistent practice.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Kiswahili,68,B,14,Average. Put more effort into homework.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Mathematics,58,C+,19,Average. Put more effort into homework.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Integrated Science,64,B-,18,Satisfactory. Needs consistent practice.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Social Studies,63,B-,20,Satisfactory. Needs consistent practice.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,71,B+,13,Excellent work. Keep it up!
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Religious Education,74,B+,12,Satisfactory. Needs consistent practice.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Life Skills Education,55,C+,20,Good effort. Can improve with more practice.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Creative Arts & Sports,76,A-,10,Average. Put more effort into homework.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Agriculture & Nutrition,56,C+,21,Average. Put more effort into homework.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Home Science,61,B-,18,Very good performance. Focus on the few weak areas.
ADM-1479,Olivia Kosgei,Grade 8 A,Term 1,2026,Computer Science,65,B,18,Very good performance. Focus on the few weak areas.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,English,69,B,14,Steady progress. Do more revision.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Kiswahili,77,A-,9,Good effort. Can improve with more practice.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Mathematics,63,B-,17,Steady progress. Do more revision.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Integrated Science,61,B-,20,Steady progress. Do more revision.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Social Studies,65,B,17,Good effort. Can improve with more practice.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,79,A-,5,Average. Put more effort into homework.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Religious Education,63,B-,15,Excellent work. Keep it up!
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Life Skills Education,56,C+,19,Excellent work. Keep it up!
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Creative Arts & Sports,62,B-,20,Average. Put more effort into homework.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Agriculture & Nutrition,67,B,17,Average. Put more effort into homework.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Home Science,80,A,8,Shows understanding of key concepts.
ADM-1480,Florence Musalia,Grade 8 A,Term 1,2026,Computer Science,61,B-,19,Excellent work. Keep it up!
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,English,73,B+,12,Steady progress. Do more revision.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Kiswahili,84,A,4,Excellent work. Keep it up!
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Mathematics,75,A-,11,Performs well under guidance. Keep practising.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Integrated Science,77,A-,7,Performs well under guidance. Keep practising.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Social Studies,78,A-,7,Shows understanding of key concepts.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,79,A-,6,Good effort. Can improve with more practice.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Religious Education,84,A,4,Very good performance. Focus on the few weak areas.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Life Skills Education,67,B,13,Steady progress. Do more revision.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Creative Arts & Sports,66,B,17,Steady progress. Do more revision.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Agriculture & Nutrition,74,B+,9,Very good performance. Focus on the few weak areas.
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Home Science,88,A,4,Excellent work. Keep it up!
ADM-1481,Veronica Kithinji,Grade 8 A,Term 1,2026,Computer Science,84,A,5,Performs well under guidance. Keep practising.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,English,78,A-,9,Performs well under guidance. Keep practising.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Kiswahili,60,B-,19,Average. Put more effort into homework.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Mathematics,66,B,15,Steady progress. Do more revision.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Integrated Science,76,A-,9,Excellent work. Keep it up!
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Social Studies,77,A-,8,Needs significant improvement. Revise earlier topics.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,76,A-,9,Excellent work. Keep it up!
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Religious Education,78,A-,10,Good effort. Can improve with more practice.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Life Skills Education,61,B-,17,Satisfactory. Needs consistent practice.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Creative Arts & Sports,73,B+,12,Steady progress. Do more revision.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Agriculture & Nutrition,71,B+,13,Average. Put more effort into homework.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Home Science,70,B+,14,Very good performance. Focus on the few weak areas.
ADM-1482,Mercy Kinyua,Grade 8 A,Term 1,2026,Computer Science,75,A-,11,Performs well under guidance. Keep practising.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,English,93,A,2,Below average. Extra tuition recommended.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Kiswahili,86,A,2,Good effort. Can improve with more practice.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Mathematics,91,A,4,Satisfactory. Needs consistent practice.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Integrated Science,95,A,2,Very good performance. Focus on the few weak areas.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Social Studies,89,A,3,Needs significant improvement. Revise earlier topics.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Pre-Technical & Pre-Career Studies,77,A-,8,Steady progress. Do more revision.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Religious Education,79,A-,9,Average. Put more effort into homework.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Life Skills Education,97,A,1,Very good performance. Focus on the few weak areas.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Creative Arts & Sports,76,A-,11,Needs significant improvement. Revise earlier topics.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Agriculture & Nutrition,72,B+,10,Very good performance. Focus on the few weak areas.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Home Science,89,A,3,Performs well under guidance. Keep practising.
ADM-1483,Sharon Mburu,Grade 8 A,Term 1,2026,Computer Science,87,A,3,Excellent work. Keep it up!
ADM-1484,Amos Bii,Grade 8 A,Term 1,2026,English,64,B-,18,Steady progress. Do more revision.
ADM-1484,Amos Bii,Grade 8 A,Term 1,2026,Kiswahili,60,B-,20,Average. Put more effort into homework.
ADM-1484,Amos Bii,Grade 8 A,Term 1,2026,Mathematics,53,C,22,Good effort. Can improve with more practice.
