Receipt No,Admission No,Student Name,Class,Term,Year,Amount (KES),Payment Method,Reference No,Paid By,Payment Date,Recorded By
BP-2026-2683,ADM-1494,Moses Mwirigi,Grade 8 A,Term 3,2026,1300,Cheque,CHQ-20048,Judith Mwirigi,2026-09-27,Andreah Smithh
BP-2026-2684,ADM-1494,Moses Mwirigi,Grade 8 A,Term 3,2026,2400,M-PESA,QWH-78109,Judith Mwirigi,2026-09-29,Andreah Smithh
BP-2026-2685,ADM-1495,Hannah Naisoi,Grade 8 B,Term 1,2026,16100,Cash,CSH-95726,Victor Naisoi,2026-01-18,Rebecca Wanjala
BP-2026-2686,ADM-1495,Hannah Naisoi,Grade 8 B,Term 1,2026,4500,M-PESA,QWH-34221,Victor Naisoi,2026-02-05,Andreah Smithh
BP-2026-2687,ADM-1495,Hannah Naisoi,Grade 8 B,Term 1,2026,9400,Cheque,CHQ-69505,Victor Naisoi,2026-02-19,Andreah Smithh
BP-2026-2688,ADM-1495,Hannah Naisoi,Grade 8 B,Term 2,2026,5000,M-PESA,QWH-12024,Victor Naisoi,2026-06-01,Monica Wanjiru
BP-2026-2689,ADM-1495,Hannah Naisoi,Grade 8 B,Term 2,2026,10000,M-PESA,QWH-20232,Victor Naisoi,2026-06-03,Rebecca Wanjala
BP-2026-2690,ADM-1496,Winnie Wafula,Grade 8 B,Term 1,2026,12300,Cheque,CHQ-57981,Peter Wafula,2026-01-09,Monica Wanjiru
BP-2026-2691,ADM-1496,Winnie Wafula,Grade 8 B,Term 1,2026,6200,M-PESA,QWH-55715,Peter Wafula,2026-02-04,Andreah Smithh
BP-2026-2692,ADM-1496,Winnie Wafula,Grade 8 B,Term 1,2026,11500,Cash,CSH-41116,Peter Wafula,2026-02-07,Monica Wanjiru
BP-2026-2693,ADM-1496,Winnie Wafula,Grade 8 B,Term 2,2026,11900,Cash,CSH-18860,Peter Wafula,2026-05-25,Andreah Smithh
BP-2026-2694,ADM-1496,Winnie Wafula,Grade 8 B,Term 3,2026,6700,Cash,CSH-12584,Peter Wafula,2026-10-02,Monica Wanjiru
BP-2026-2695,ADM-1497,Godfrey Githinji,Grade 8 B,Term 1,2026,11000,Bank Transfer,RTN-75345,Joseph Githinji,2026-01-19,Andreah Smithh
BP-2026-2696,ADM-1497,Godfrey Githinji,Grade 8 B,Term 1,2026,25000,M-PESA,QWH-55631,Joseph Githinji,2026-02-01,Monica Wanjiru
BP-2026-2697,ADM-1497,Godfrey Githinji,Grade 8 B,Term 2,2026,9800,M-PESA,QWH-87963,Joseph Githinji,2026-05-17,Rebecca Wanjala
BP-2026-2698,ADM-1497,Godfrey Githinji,Grade 8 B,Term 2,2026,11200,Cash,CSH-89066,Joseph Githinji,2026-05-29,Monica Wanjiru
BP-2026-2699,ADM-1497,Godfrey Githinji,Grade 8 B,Term 3,2026,5500,Bank Transfer,RTN-96637,Joseph Githinji,2026-09-21,Andreah Smithh
BP-2026-2700,ADM-1497,Godfrey Githinji,Grade 8 B,Term 3,2026,9500,M-PESA,QWH-15344,Joseph Githinji,2026-10-03,Monica Wanjiru
BP-2026-2701,ADM-1498,Michael Musalia,Grade 8 B,Term 1,2026,5900,Cash,CSH-33566,Vincent Musalia,2026-01-27,Rebecca Wanjala
BP-2026-2702,ADM-1498,Michael Musalia,Grade 8 B,Term 1,2026,10300,M-PESA,QWH-35692,Vincent Musalia,2026-02-09,Andreah Smithh
BP-2026-2703,ADM-1498,Michael Musalia,Grade 8 B,Term 2,2026,4100,Cash,CSH-70446,Vincent Musalia,2026-05-07,Monica Wanjiru
BP-2026-2704,ADM-1498,Michael Musalia,Grade 8 B,Term 2,2026,10900,Cash,CSH-95069,Vincent Musalia,2026-05-26,Rebecca Wanjala
BP-2026-2705,ADM-1498,Michael Musalia,Grade 8 B,Term 3,2026,4200,M-PESA,QWH-42565,Vincent Musalia,2026-10-04,Andreah Smithh
BP-2026-2706,ADM-1498,Michael Musalia,Grade 8 B,Term 3,2026,4800,M-PESA,QWH-59329,Vincent Musalia,2026-10-11,Monica Wanjiru
BP-2026-2707,ADM-1499,Eric Mwanzia,Grade 8 B,Term 1,2026,10300,M-PESA,QWH-72209,Andrew Mwanzia,2026-01-30,Monica Wanjiru
BP-2026-2708,ADM-1499,Eric Mwanzia,Grade 8 B,Term 1,2026,19700,Bank Transfer,RTN-21078,Andrew Mwanzia,2026-02-14,Andreah Smithh
BP-2026-2709,ADM-1499,Eric Mwanzia,Grade 8 B,Term 2,2026,7100,Bank Transfer,RTN-62962,Andrew Mwanzia,2026-05-28,Monica Wanjiru
BP-2026-2710,ADM-1499,Eric Mwanzia,Grade 8 B,Term 2,2026,3700,Cheque,CHQ-94295,Andrew Mwanzia,2026-06-07,Monica Wanjiru
BP-2026-2711,ADM-1499,Eric Mwanzia,Grade 8 B,Term 2,2026,4200,Bank Transfer,RTN-81919,Andrew Mwanzia,2026-06-11,Rebecca Wanjala
BP-2026-2712,ADM-1499,Eric Mwanzia,Grade 8 B,Term 3,2026,3500,Cash,CSH-21667,Andrew Mwanzia,2026-09-14,Rebecca Wanjala
BP-2026-2713,ADM-1499,Eric Mwanzia,Grade 8 B,Term 3,2026,2800,Cash,CSH-72721,Andrew Mwanzia,2026-09-27,Monica Wanjiru
BP-2026-2714,ADM-1499,Eric Mwanzia,Grade 8 B,Term 3,2026,2700,M-PESA,QWH-47703,Andrew Mwanzia,2026-11-01,Monica Wanjiru
BP-2026-2715,ADM-1500,Grace Obiero,Grade 8 B,Term 1,2026,8000,Cheque,CHQ-48820,Lawrence Obiero,2026-01-26,Rebecca Wanjala
BP-2026-2716,ADM-1500,Grace Obiero,Grade 8 B,Term 1,2026,22000,Bank Transfer,RTN-13222,Lawrence Obiero,2026-02-08,Rebecca Wanjala
BP-2026-2717,ADM-1500,Grace Obiero,Grade 8 B,Term 2,2026,15000,Cash,CSH-53510,Lawrence Obiero,2026-05-26,Rebecca Wanjala
BP-2026-2718,ADM-1500,Grace Obiero,Grade 8 B,Term 3,2026,9000,Cash,CSH-73542,Lawrence Obiero,2026-09-21,Andreah Smithh
BP-2026-2719,ADM-1501,Faith Akoth,Grade 8 B,Term 1,2026,14600,Cash,CSH-76695,Catherine Akoth,2026-01-15,Rebecca Wanjala
BP-2026-2720,ADM-1501,Faith Akoth,Grade 8 B,Term 1,2026,15400,Cash,CSH-13997,Catherine Akoth,2026-02-07,Monica Wanjiru
BP-2026-2721,ADM-1501,Faith Akoth,Grade 8 B,Term 2,2026,5700,Bank Transfer,RTN-28467,Catherine Akoth,2026-05-16,Andreah Smithh
BP-2026-2722,ADM-1501,Faith Akoth,Grade 8 B,Term 2,2026,4300,Cheque,CHQ-43183,Catherine Akoth,2026-06-14,Rebecca Wanjala
BP-2026-2723,ADM-1501,Faith Akoth,Grade 8 B,Term 2,2026,5000,Cheque,CHQ-60144,Catherine Akoth,2026-06-21,Andreah Smithh
BP-2026-2724,ADM-1501,Faith Akoth,Grade 8 B,Term 3,2026,2200,Cash,CSH-63991,Catherine Akoth,2026-09-26,Andreah Smithh
BP-2026-2725,ADM-1501,Faith Akoth,Grade 8 B,Term 3,2026,3800,Cheque,CHQ-94204,Catherine Akoth,2026-10-01,Rebecca Wanjala
BP-2026-2726,ADM-1502,Patrick Ndungu,Grade 8 B,Term 1,2026,30000,M-PESA,QWH-42635,Charles Ndungu,2026-01-14,Monica Wanjiru
BP-2026-2727,ADM-1502,Patrick Ndungu,Grade 8 B,Term 2,2026,7000,Bank Transfer,RTN-31998,Charles Ndungu,2026-05-20,Monica Wanjiru
BP-2026-2728,ADM-1502,Patrick Ndungu,Grade 8 B,Term 2,2026,8000,Bank Transfer,RTN-20256,Charles Ndungu,2026-05-31,Andreah Smithh
BP-2026-2729,ADM-1502,Patrick Ndungu,Grade 8 B,Term 3,2026,9000,Cash,CSH-27303,Charles Ndungu,2026-10-02,Monica Wanjiru
BP-2026-2730,ADM-1503,Amara Igweta,Grade 8 B,Term 1,2026,30000,Bank Transfer,RTN-15189,Caleb Igweta,2026-01-31,Rebecca Wanjala
BP-2026-2731,ADM-1503,Amara Igweta,Grade 8 B,Term 2,2026,8800,M-PESA,QWH-66035,Caleb Igweta,2026-05-21,Rebecca Wanjala
BP-2026-2732,ADM-1503,Amara Igweta,Grade 8 B,Term 2,2026,10200,M-PESA,QWH-14594,Caleb Igweta,2026-06-03,Rebecca Wanjala
BP-2026-2733,ADM-1504,Victor Mwinyi,Grade 8 B,Term 1,2026,43000,Bank Transfer,RTN-80081,Ian Mwinyi,2026-01-09,Monica Wanjiru
BP-2026-2734,ADM-1504,Victor Mwinyi,Grade 8 B,Term 2,2026,8500,Cash,CSH-67521,Ian Mwinyi,2026-05-08,Monica Wanjiru
BP-2026-2735,ADM-1504,Victor Mwinyi,Grade 8 B,Term 2,2026,15500,Cheque,CHQ-91999,Ian Mwinyi,2026-06-13,Andreah Smithh
BP-2026-2736,ADM-1504,Victor Mwinyi,Grade 8 B,Term 3,2026,3800,M-PESA,QWH-93233,Ian Mwinyi,2026-09-12,Monica Wanjiru
BP-2026-2737,ADM-1504,Victor Mwinyi,Grade 8 B,Term 3,2026,7800,Bank Transfer,RTN-54059,Ian Mwinyi,2026-10-08,Andreah Smithh
BP-2026-2738,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 1,2026,7900,M-PESA,QWH-76784,Samuel Chepkoech,2026-01-21,Andreah Smithh
BP-2026-2739,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 1,2026,6500,Bank Transfer,RTN-12746,Samuel Chepkoech,2026-02-06,Monica Wanjiru
BP-2026-2740,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 1,2026,15600,M-PESA,QWH-27491,Samuel Chepkoech,2026-02-28,Andreah Smithh
BP-2026-2741,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 2,2026,5200,M-PESA,QWH-86884,Samuel Chepkoech,2026-05-14,Monica Wanjiru
BP-2026-2742,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 2,2026,3700,Cash,CSH-64364,Samuel Chepkoech,2026-06-15,Monica Wanjiru
BP-2026-2743,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 2,2026,6100,Cash,CSH-44188,Samuel Chepkoech,2026-07-05,Andreah Smithh
BP-2026-2744,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 3,2026,1400,Cheque,CHQ-62269,Samuel Chepkoech,2026-09-20,Monica Wanjiru
BP-2026-2745,ADM-1505,Thomas Chepkoech,Grade 8 B,Term 3,2026,2600,Bank Transfer,RTN-99977,Samuel Chepkoech,2026-10-03,Monica Wanjiru
BP-2026-2746,ADM-1506,Patrick Lugalia,Grade 8 B,Term 1,2026,12700,M-PESA,QWH-48870,Isaac Lugalia,2026-01-12,Monica Wanjiru
BP-2026-2747,ADM-1506,Patrick Lugalia,Grade 8 B,Term 1,2026,17300,M-PESA,QWH-25386,Isaac Lugalia,2026-02-14,Rebecca Wanjala
BP-2026-2748,ADM-1506,Patrick Lugalia,Grade 8 B,Term 2,2026,15000,Bank Transfer,RTN-69411,Isaac Lugalia,2026-05-26,Rebecca Wanjala
BP-2026-2749,ADM-1506,Patrick Lugalia,Grade 8 B,Term 3,2026,3500,Bank Transfer,RTN-81594,Isaac Lugalia,2026-09-14,Andreah Smithh
BP-2026-2750,ADM-1506,Patrick Lugalia,Grade 8 B,Term 3,2026,3000,Bank Transfer,RTN-14447,Isaac Lugalia,2026-09-27,Andreah Smithh
BP-2026-2751,ADM-1507,Diana Kipchumba,Grade 8 B,Term 1,2026,13600,Bank Transfer,RTN-83122,Amos Kipchumba,2026-01-11,Rebecca Wanjala
BP-2026-2752,ADM-1507,Diana Kipchumba,Grade 8 B,Term 1,2026,16400,Cash,CSH-78947,Amos Kipchumba,2026-01-27,Monica Wanjiru
BP-2026-2753,ADM-1507,Diana Kipchumba,Grade 8 B,Term 2,2026,15000,Bank Transfer,RTN-40442,Amos Kipchumba,2026-05-24,Rebecca Wanjala
BP-2026-2754,ADM-1507,Diana Kipchumba,Grade 8 B,Term 3,2026,9000,Bank Transfer,RTN-12206,Amos Kipchumba,2026-10-04,Andreah Smithh
BP-2026-2755,ADM-1508,Anthony Wafula,Grade 8 B,Term 1,2026,11600,Bank Transfer,RTN-37866,Beatrice Wafula,2026-01-11,Monica Wanjiru
BP-2026-2756,ADM-1508,Anthony Wafula,Grade 8 B,Term 1,2026,10200,M-PESA,QWH-76740,Beatrice Wafula,2026-01-24,Andreah Smithh
BP-2026-2757,ADM-1508,Anthony Wafula,Grade 8 B,Term 1,2026,2900,Bank Transfer,RTN-24108,Beatrice Wafula,2026-02-24,Rebecca Wanjala
BP-2026-2758,ADM-1508,Anthony Wafula,Grade 8 B,Term 1,2026,7300,Cash,CSH-86072,Beatrice Wafula,2026-03-10,Rebecca Wanjala
BP-2026-2759,ADM-1508,Anthony Wafula,Grade 8 B,Term 2,2026,13000,Cash,CSH-50888,Beatrice Wafula,2026-05-07,Rebecca Wanjala
BP-2026-2760,ADM-1508,Anthony Wafula,Grade 8 B,Term 3,2026,9000,Cheque,CHQ-72563,Beatrice Wafula,2026-09-12,Andreah Smithh
BP-2026-2761,ADM-1509,Veronica Sironka,Grade 8 B,Term 1,2026,6000,Bank Transfer,RTN-87976,Nancy Sironka,2026-01-10,Monica Wanjiru
BP-2026-2762,ADM-1509,Veronica Sironka,Grade 8 B,Term 1,2026,5700,Cash,CSH-36755,Nancy Sironka,2026-02-08,Monica Wanjiru
BP-2026-2763,ADM-1509,Veronica Sironka,Grade 8 B,Term 1,2026,4800,Cash,CSH-94966,Nancy Sironka,2026-02-23,Monica Wanjiru
BP-2026-2764,ADM-1509,Veronica Sironka,Grade 8 B,Term 2,2026,6500,M-PESA,QWH-29405,Nancy Sironka,2026-05-10,Monica Wanjiru
BP-2026-2765,ADM-1510,Caroline Chemtai,Grade 8 B,Term 1,2026,30000,Bank Transfer,RTN-72279,Vincent Chemtai,2026-01-30,Monica Wanjiru
BP-2026-2766,ADM-1510,Caroline Chemtai,Grade 8 B,Term 2,2026,4000,M-PESA,QWH-31370,Vincent Chemtai,2026-05-13,Rebecca Wanjala
BP-2026-2767,ADM-1510,Caroline Chemtai,Grade 8 B,Term 2,2026,11000,Cash,CSH-17834,Vincent Chemtai,2026-06-14,Andreah Smithh
BP-2026-2768,ADM-1510,Caroline Chemtai,Grade 8 B,Term 3,2026,2100,Cash,CSH-77690,Vincent Chemtai,2026-09-17,Andreah Smithh
BP-2026-2769,ADM-1510,Caroline Chemtai,Grade 8 B,Term 3,2026,2200,M-PESA,QWH-18040,Vincent Chemtai,2026-09-24,Rebecca Wanjala
BP-2026-2770,ADM-1511,Julius Kimeu,Grade 8 B,Term 1,2026,9200,M-PESA,QWH-32254,Stephen Kimeu,2026-01-13,Rebecca Wanjala
BP-2026-2771,ADM-1511,Julius Kimeu,Grade 8 B,Term 1,2026,6900,Cheque,CHQ-63179,Stephen Kimeu,2026-01-31,Monica Wanjiru
BP-2026-2772,ADM-1511,Julius Kimeu,Grade 8 B,Term 1,2026,13900,Bank Transfer,RTN-11918,Stephen Kimeu,2026-02-18,Rebecca Wanjala
BP-2026-2773,ADM-1511,Julius Kimeu,Grade 8 B,Term 2,2026,5400,Cash,CSH-71359,Stephen Kimeu,2026-05-31,Monica Wanjiru
BP-2026-2774,ADM-1511,Julius Kimeu,Grade 8 B,Term 2,2026,4000,Bank Transfer,RTN-88085,Stephen Kimeu,2026-06-07,Rebecca Wanjala
BP-2026-2775,ADM-1511,Julius Kimeu,Grade 8 B,Term 2,2026,5600,Cheque,CHQ-79498,Stephen Kimeu,2026-06-14,Andreah Smithh
BP-2026-2776,ADM-1511,Julius Kimeu,Grade 8 B,Term 3,2026,1700,Bank Transfer,RTN-65423,Stephen Kimeu,2026-09-14,Monica Wanjiru
BP-2026-2777,ADM-1511,Julius Kimeu,Grade 8 B,Term 3,2026,800,Bank Transfer,RTN-30199,Stephen Kimeu,2026-10-08,Andreah Smithh
BP-2026-2778,ADM-1511,Julius Kimeu,Grade 8 B,Term 3,2026,1200,Cash,CSH-70253,Stephen Kimeu,2026-10-12,Rebecca Wanjala
BP-2026-2779,ADM-1512,Beth Wambui,Grade 8 B,Term 1,2026,7700,Bank Transfer,RTN-50823,Samuel Wambui,2026-01-29,Monica Wanjiru
BP-2026-2780,ADM-1512,Beth Wambui,Grade 8 B,Term 1,2026,3400,M-PESA,QWH-79554,Samuel Wambui,2026-01-27,Monica Wanjiru
BP-2026-2781,ADM-1512,Beth Wambui,Grade 8 B,Term 1,2026,3900,M-PESA,QWH-78509,Samuel Wambui,2026-02-24,Monica Wanjiru
BP-2026-2782,ADM-1512,Beth Wambui,Grade 8 B,Term 2,2026,15000,M-PESA,QWH-94789,Samuel Wambui,2026-06-01,Rebecca Wanjala
BP-2026-2783,ADM-1512,Beth Wambui,Grade 8 B,Term 3,2026,3000,M-PESA,QWH-72007,Samuel Wambui,2026-09-14,Andreah Smithh
BP-2026-2784,ADM-1512,Beth Wambui,Grade 8 B,Term 3,2026,800,Bank Transfer,RTN-26115,Samuel Wambui,2026-10-17,Rebecca Wanjala
BP-2026-2785,ADM-1512,Beth Wambui,Grade 8 B,Term 3,2026,1800,M-PESA,QWH-22239,Samuel Wambui,2026-11-01,Rebecca Wanjala
BP-2026-2786,ADM-1513,William Chepkirui,Grade 8 B,Term 1,2026,14300,Bank Transfer,RTN-57562,Nicholas Chepkirui,2026-01-30,Andreah Smithh
BP-2026-2787,ADM-1513,William Chepkirui,Grade 8 B,Term 1,2026,15700,M-PESA,QWH-37496,Nicholas Chepkirui,2026-01-27,Rebecca Wanjala
BP-2026-2788,ADM-1513,William Chepkirui,Grade 8 B,Term 2,2026,6300,Bank Transfer,RTN-59974,Nicholas Chepkirui,2026-05-16,Monica Wanjiru
BP-2026-2789,ADM-1513,William Chepkirui,Grade 8 B,Term 2,2026,2800,Cheque,CHQ-49171,Nicholas Chepkirui,2026-06-09,Andreah Smithh
BP-2026-2790,ADM-1513,William Chepkirui,Grade 8 B,Term 2,2026,5900,Bank Transfer,RTN-25970,Nicholas Chepkirui,2026-06-29,Rebecca Wanjala
BP-2026-2791,ADM-1513,William Chepkirui,Grade 8 B,Term 3,2026,4700,Bank Transfer,RTN-32510,Nicholas Chepkirui,2026-09-29,Rebecca Wanjala
BP-2026-2792,ADM-1513,William Chepkirui,Grade 8 B,Term 3,2026,2000,M-PESA,QWH-45258,Nicholas Chepkirui,2026-09-28,Andreah Smithh
BP-2026-2793,ADM-1513,William Chepkirui,Grade 8 B,Term 3,2026,2300,Cheque,CHQ-45694,Nicholas Chepkirui,2026-11-02,Andreah Smithh
BP-2026-2794,ADM-1514,Patrick Kilonzo,Grade 8 B,Term 1,2026,13800,M-PESA,QWH-38243,Veronica Kilonzo,2026-01-29,Andreah Smithh
BP-2026-2795,ADM-1514,Patrick Kilonzo,Grade 8 B,Term 2,2026,4100,M-PESA,QWH-63857,Veronica Kilonzo,2026-05-12,Monica Wanjiru
BP-2026-2796,ADM-1514,Patrick Kilonzo,Grade 8 B,Term 2,2026,10900,M-PESA,QWH-74957,Veronica Kilonzo,2026-06-04,Monica Wanjiru
BP-2026-2797,ADM-1514,Patrick Kilonzo,Grade 8 B,Term 3,2026,3300,Bank Transfer,RTN-24237,Veronica Kilonzo,2026-09-18,Rebecca Wanjala
BP-2026-2798,ADM-1515,Sophia Kimutai,Grade 8 B,Term 1,2026,30000,Bank Transfer,RTN-14407,Simon Kimutai,2026-01-31,Rebecca Wanjala
BP-2026-2799,ADM-1515,Sophia Kimutai,Grade 8 B,Term 2,2026,15000,M-PESA,QWH-43277,Simon Kimutai,2026-05-26,Andreah Smithh
BP-2026-2800,ADM-1516,Frank Wamalwa,Grade 8 B,Term 1,2026,9200,Cash,CSH-61367,Gideon Wamalwa,2026-01-30,Andreah Smithh
BP-2026-2801,ADM-1516,Frank Wamalwa,Grade 8 B,Term 1,2026,20800,Bank Transfer,RTN-14805,Gideon Wamalwa,2026-02-13,Monica Wanjiru
BP-2026-2802,ADM-1516,Frank Wamalwa,Grade 8 B,Term 2,2026,15000,M-PESA,QWH-76983,Gideon Wamalwa,2026-05-22,Monica Wanjiru
BP-2026-2803,ADM-1517,Sarah Hassan,Grade 9 A,Term 1,2026,30000,M-PESA,QWH-77650,Emmanuel Hassan,2026-01-28,Andreah Smithh
BP-2026-2804,ADM-1517,Sarah Hassan,Grade 9 A,Term 2,2026,4100,M-PESA,QWH-57900,Emmanuel Hassan,2026-05-09,Monica Wanjiru
BP-2026-2805,ADM-1517,Sarah Hassan,Grade 9 A,Term 2,2026,5700,Cheque,CHQ-39931,Emmanuel Hassan,2026-06-13,Monica Wanjiru
BP-2026-2806,ADM-1517,Sarah Hassan,Grade 9 A,Term 2,2026,5200,Cash,CSH-53510,Emmanuel Hassan,2026-06-24,Rebecca Wanjala
BP-2026-2807,ADM-1517,Sarah Hassan,Grade 9 A,Term 3,2026,5000,M-PESA,QWH-18652,Emmanuel Hassan,2026-09-20,Andreah Smithh
BP-2026-2808,ADM-1518,Peninah Khaemba,Grade 9 A,Term 1,2026,16900,M-PESA,QWH-67555,Hannah Khaemba,2026-01-16,Rebecca Wanjala
BP-2026-2809,ADM-1518,Peninah Khaemba,Grade 9 A,Term 1,2026,7900,Cheque,CHQ-31835,Hannah Khaemba,2026-01-25,Rebecca Wanjala
BP-2026-2810,ADM-1518,Peninah Khaemba,Grade 9 A,Term 1,2026,7200,M-PESA,QWH-17613,Hannah Khaemba,2026-03-01,Rebecca Wanjala
BP-2026-2811,ADM-1518,Peninah Khaemba,Grade 9 A,Term 2,2026,4200,Cash,CSH-94045,Hannah Khaemba,2026-05-31,Rebecca Wanjala
BP-2026-2812,ADM-1518,Peninah Khaemba,Grade 9 A,Term 2,2026,8800,M-PESA,QWH-29766,Hannah Khaemba,2026-06-02,Rebecca Wanjala
BP-2026-2813,ADM-1518,Peninah Khaemba,Grade 9 A,Term 3,2026,9000,Cash,CSH-14829,Hannah Khaemba,2026-09-14,Andreah Smithh
BP-2026-2814,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 1,2026,13100,M-PESA,QWH-98400,Amos Chepkirui,2026-01-19,Monica Wanjiru
BP-2026-2815,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 1,2026,9100,M-PESA,QWH-90642,Amos Chepkirui,2026-02-10,Andreah Smithh
BP-2026-2816,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 1,2026,7800,M-PESA,QWH-44005,Amos Chepkirui,2026-03-03,Monica Wanjiru
BP-2026-2817,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 2,2026,13500,M-PESA,QWH-76866,Amos Chepkirui,2026-05-19,Andreah Smithh
BP-2026-2818,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 3,2026,3300,Cash,CSH-30907,Amos Chepkirui,2026-09-13,Monica Wanjiru
BP-2026-2819,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 3,2026,2100,M-PESA,QWH-36134,Amos Chepkirui,2026-10-02,Monica Wanjiru
BP-2026-2820,ADM-1519,Gideon Chepkirui,Grade 9 A,Term 3,2026,3600,M-PESA,QWH-27245,Amos Chepkirui,2026-10-22,Rebecca Wanjala
BP-2026-2821,ADM-1520,Kiplangat Mwangi,Grade 9 A,Term 1,2026,15400,Cash,CSH-92894,Kennedy Mwangi,2026-01-18,Monica Wanjiru
BP-2026-2822,ADM-1520,Kiplangat Mwangi,Grade 9 A,Term 1,2026,6100,Bank Transfer,RTN-52097,Kennedy Mwangi,2026-02-08,Rebecca Wanjala
BP-2026-2823,ADM-1520,Kiplangat Mwangi,Grade 9 A,Term 1,2026,8500,Cash,CSH-21687,Kennedy Mwangi,2026-02-26,Monica Wanjiru
BP-2026-2824,ADM-1520,Kiplangat Mwangi,Grade 9 A,Term 2,2026,18000,M-PESA,QWH-72435,Kennedy Mwangi,2026-05-11,Andreah Smithh
BP-2026-2825,ADM-1520,Kiplangat Mwangi,Grade 9 A,Term 3,2026,6000,Bank Transfer,RTN-35681,Kennedy Mwangi,2026-09-12,Monica Wanjiru
BP-2026-2826,ADM-1521,Cynthia Kitonga,Grade 9 A,Term 1,2026,30000,M-PESA,QWH-28431,Brian Kitonga,2026-01-22,Rebecca Wanjala
BP-2026-2827,ADM-1521,Cynthia Kitonga,Grade 9 A,Term 2,2026,15000,Cash,CSH-87420,Brian Kitonga,2026-05-07,Monica Wanjiru
BP-2026-2828,ADM-1522,Edwin Nassor,Grade 9 A,Term 1,2026,8800,Cheque,CHQ-23702,Beatrice Nassor,2026-01-08,Rebecca Wanjala
BP-2026-2829,ADM-1522,Edwin Nassor,Grade 9 A,Term 1,2026,5100,Cheque,CHQ-36309,Beatrice Nassor,2026-02-11,Rebecca Wanjala
BP-2026-2830,ADM-1522,Edwin Nassor,Grade 9 A,Term 1,2026,10600,Cash,CSH-24898,Beatrice Nassor,2026-02-26,Rebecca Wanjala
BP-2026-2831,ADM-1522,Edwin Nassor,Grade 9 A,Term 2,2026,4400,M-PESA,QWH-40256,Beatrice Nassor,2026-05-14,Rebecca Wanjala
BP-2026-2832,ADM-1522,Edwin Nassor,Grade 9 A,Term 2,2026,5600,M-PESA,QWH-45864,Beatrice Nassor,2026-06-17,Andreah Smithh
BP-2026-2833,ADM-1522,Edwin Nassor,Grade 9 A,Term 2,2026,4600,M-PESA,QWH-49501,Beatrice Nassor,2026-06-18,Rebecca Wanjala
BP-2026-2834,ADM-1522,Edwin Nassor,Grade 9 A,Term 3,2026,3000,Cash,CSH-24370,Beatrice Nassor,2026-09-30,Monica Wanjiru
BP-2026-2835,ADM-1522,Edwin Nassor,Grade 9 A,Term 3,2026,1500,Bank Transfer,RTN-92314,Beatrice Nassor,2026-10-06,Andreah Smithh
BP-2026-2836,ADM-1522,Edwin Nassor,Grade 9 A,Term 3,2026,2900,Bank Transfer,RTN-67994,Beatrice Nassor,2026-10-11,Monica Wanjiru
BP-2026-2837,ADM-1523,Dorcas Mwanzia,Grade 9 A,Term 1,2026,30000,Cash,CSH-24843,Luke Mwanzia,2026-01-21,Rebecca Wanjala
BP-2026-2838,ADM-1523,Dorcas Mwanzia,Grade 9 A,Term 2,2026,5000,Cash,CSH-26643,Luke Mwanzia,2026-05-11,Andreah Smithh
BP-2026-2839,ADM-1523,Dorcas Mwanzia,Grade 9 A,Term 2,2026,10000,Cash,CSH-48291,Luke Mwanzia,2026-06-04,Monica Wanjiru
BP-2026-2840,ADM-1524,Vincent Otieno,Grade 9 A,Term 1,2026,13900,Cash,CSH-21930,Kennedy Otieno,2026-01-17,Monica Wanjiru
BP-2026-2841,ADM-1524,Vincent Otieno,Grade 9 A,Term 1,2026,4300,Cash,CSH-27121,Kennedy Otieno,2026-02-05,Monica Wanjiru
BP-2026-2842,ADM-1524,Vincent Otieno,Grade 9 A,Term 1,2026,11800,Cash,CSH-12020,Kennedy Otieno,2026-02-28,Rebecca Wanjala
BP-2026-2843,ADM-1524,Vincent Otieno,Grade 9 A,Term 2,2026,15000,Cash,CSH-55048,Kennedy Otieno,2026-05-28,Rebecca Wanjala
BP-2026-2844,ADM-1524,Vincent Otieno,Grade 9 A,Term 3,2026,2300,Cheque,CHQ-28922,Kennedy Otieno,2026-09-30,Andreah Smithh
BP-2026-2845,ADM-1524,Vincent Otieno,Grade 9 A,Term 3,2026,6700,M-PESA,QWH-43676,Kennedy Otieno,2026-09-30,Monica Wanjiru
BP-2026-2846,ADM-1525,Brian Muthoka,Grade 9 A,Term 1,2026,7300,M-PESA,QWH-65611,Faith Muthoka,2026-01-09,Rebecca Wanjala
BP-2026-2847,ADM-1525,Brian Muthoka,Grade 9 A,Term 1,2026,8500,Cheque,CHQ-25807,Faith Muthoka,2026-02-12,Monica Wanjiru
